id	title	termName	termYear	subjectDescription	subjectAcademicOrgDescription	subject	classAcademicOrgDescription	component	externalCourseId	courseDescriptionLong	year
308955	Upper-Level Italian I	Fall	1990	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	111841	"<p>For students with a solid grasp of the fundamentals of Italian grammar. Aims at improving command of the language in both speaking and writing. Practice consists of discussions	 oral presentations and compositions. Insights into Italian society and culture. Materials from 20th-century literature and contemporary cinema. Conducted in Italian. May not be taken Pass/Fail. Italian Cb or permission of instructor.</p>"	1990.5
138449	Upper-Level Italian II: Letteratura e cinema	Spring	1994	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	115406	"<p>Students read three novels and view films on which they are based. The course aims at achieving proficiency in speaking and writing through vocabulary development and extension of control of higher-level syntactical patterns. Audiotapes and videotapes are used to sharpen oral/aural skills	 and to offer insights into modern Italian culture. Practice through class presentations	 compositions	 and discussions. Conducted in Italian. May not be taken Pass/Fail. Italian Ea or consent of Course Head.</p>"	1994
109625	Upper-Level Italian II: Il grande shermo letterario	Spring	1993	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	115406	"<p>Aims at achieving proficiency in speaking and writing through vocabulary development and through extension of control of higher-level syntactical patterns. Readings and accompanying films are based on works by Silone	 Verga	 Pirandello	 and Pratolini. Audiotapes and videotapes are used to perfect oral/aural skills	 and to offer insights into modern Italian culture. Practice through class presentations	 compositions	 and discussions. Conducted in Italian. May not be taken Pass/Fail. Italian Ea or permission of instructor.</p>"	1993
77140	Upper-Level Italian II: Il grande shermo letterario	Spring	1992	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	115406	"<p>Aims at achieving proficiency in speaking and writing through vocabulary development and through extension of control of higher-level syntactical patterns. Readings and accompanying films are based on works by Silone	 Verga	 Pirandello	 and Pratolini. Audiotapes and videotapes are used to perfect oral/aural skills	 and to offer insights into modern Italian culture. Practice through class presentations	 compositions	 and discussions. Conducted in Italian. May not be taken Pass/Fail. Italian Ea or permission of instructor.</p>"	1992
234622	Upper-Level Italian II	Spring	1991	Italian	Romance Languages and Literatures	ITAL	Romance Languages and Literatures	Seminar	115406	"<p>Aims at achieving proficiency in speaking and writing through vocabulary development and through extension of control of higher-level syntactical patterns. Readings include two complete works of modern Italian literature (Silone	 Pratolini)	 as well as fiction and poetry from other 19th- and 20th-century authors. Audiotapes and videotapes are used to perfect oral/aural skills	 and to offer insights into modern Italian culture. Practice through class presentations	 compositions	 and discussions. Conducted in Italian. May not be taken Pass/Fail. Italian Ea or permission of instructor.</p>"	1991
135284	Readings in the Social Sciences	Fall	1999	Japanese	East Asian Languages and Civilizations	JAPAN	East Asian Languages and Civilizations	Seminar	114117	"<p>Selected readings in contemporary Japanese on topics in economics	 sociology	 political science	 psychology	 and cultural studies	 supplemented by selections from audiovisual media on current social issues. Discussions in Japanese on related topics. Composition and oral presentation of opinion and research papers. Conducted in Japanese. Japanese 104b.</p>"	1999.5
89986	Readings in the Social Sciences	Fall	2000	Japanese	East Asian Languages and Civilizations	JAPAN	East Asian Languages and Civilizations	Seminar	114117	"<p>Selected readings in contemporary Japanese on topics in economics	 sociology	 political science	 psychology	 and cultural studies	 supplemented by selections from audiovisual media on current social issues. Discussions in Japanese on related topics. Composition and oral presentation of opinion and research papers. Conducted in Japanese. Japanese 104b.</p>"	2000.5
95976	Readings in the Social Sciences	Fall	2003	Japanese	East Asian Languages and Civilizations	JAPAN	East Asian Languages and Civilizations	Seminar	114117	"<p>Selected readings in contemporary Japanese on topics in economics	 sociology	 political science	 psychology	 and cultural studies	 supplemented by selections from audiovisual media on current social issues. Discussions in Japanese on related topics. Composition and oral presentation of opinion and research papers. Conducted in Japanese. Japanese 104b.</p>"	2003.5
69016	Readings in the Social Sciences	Fall	2002	Japanese	East Asian Languages and Civilizations	JAPAN	East Asian Languages and Civilizations	Seminar	114117	"<p>Selected readings in contemporary Japanese on topics in economics	 sociology	 political science	 psychology	 and cultural studies	 supplemented by selections from audiovisual media on current social issues. Discussions in Japanese on related topics. Composition and oral presentation of opinion and research papers. Conducted in Japanese. Japanese 104b.</p>"	2002.5
363354	Readings in the Social Sciences	Fall	2001	Japanese	East Asian Languages and Civilizations	JAPAN	East Asian Languages and Civilizations	Seminar	114117	"<p>Selected readings in contemporary Japanese on topics in economics	 sociology	 political science	 psychology	 and cultural studies	 supplemented by selections from audiovisual media on current social issues. Discussions in Japanese on related topics. Composition and oral presentation of opinion and research papers. Conducted in Japanese. Japanese 104b.</p>"	2001.5
323219	Readings in the Social Sciences	Fall	1998	Japanese	East Asian Languages and Civilizations	JAPAN	East Asian Languages and Civilizations	Seminar	114117	"<p>Selected readings in contemporary Japanese on topics in economics	 sociology	 political science	 psychology	 and cultural studies	 supplemented by selections from audiovisual media on current social issues. Discussions in Japanese on related topics. Composition and oral presentation of opinion and research papers. Conducted in Japanese. Japanese 104b.</p>"	1998.5
34934	Early Modern Japanese Literature and Culture	Fall	2017	Japanese Literature	East Asian Languages and Civilizations	JAPNLIT	East Asian Languages and Civilizations	Seminar	204984	"<p>This course explores the literature of the Edo period	 a time that saw the emergence of a dynamic market for popular literature	 the rise of new dramatic forms such as kabuki and puppet theater	 the heyday of comic linked verse and satirical poetry	 striking innovations in travel writing and the essay	 and radically new approaches to the literature of Japan’s past. Surveying a diverse range of prose	 poetry	 and drama	 we will explore such relationships as those between text and image	 stage and page	 orality and literacy	 print and manuscript	 high and low	 literature and politics	 and Japan and the continent.</p>"	2017.5
